2;2500;50;50;true;false;true
326;49;21;272;1669;90;0
1669;49;22;326;86;2092;0
86;49;23;1669;576;1894;0
576;49;24;86;1194;2358;0
1194;49;25;576;801;91;0
801;49;26;1194;378;1330;0
378;49;27;801;840;1426;0
840;49;28;378;773;945;0
773;49;29;840;1757;1911;0
1757;49;30;773;915;2295;0
915;49;31;1757;2113;850;0
2113;49;32;915;212;1852;0
212;49;33;2113;1300;1955;0
1300;49;34;212;1227;491;0
1227;49;35;1300;702;846;0
702;49;36;1227;1572;904;0
1572;49;37;702;1153;165;0
1153;49;38;1572;2263;711;0
2263;49;39;1153;1721;1190;0
1721;49;40;2263;1239;569;0
1239;49;41;1721;1121;2442;0
1121;49;42;1239;2011;882;0
2011;49;43;1121;1456;2019;0
1456;49;44;2011;903;130;0
903;49;45;1456;1129;1677;0
1129;49;46;903;2239;1742;0
2239;49;47;1129;1335;1308;0
1335;49;48;2239;608;1979;0
608;49;49;1335;0;1588;0
